Model,Prix,Annee,Kilometrage,Boite_Vitesse,Energie,Controle_Technique,Premiere Main,Portes,Places,Puissance
RENAULT CLIO IV SOCIETE phase 2,9740,2019,126701,Manuelle,Diesel,Requis,Oui,5,2,4
VOLVO V90 CROSS COUNTRY,40680,2020,123000,Automatique,Diesel,Non requis,Non,5,2,11
DS 3 CROSSBACK,43980,2023,11,Automatique,Électrique,Non requis,Non,5,5,4
VOLKSWAGEN T-CROSS,30220,2023,14883,Automatique,Essence,Non requis,Oui,5,5,6
CITROEN C3 AIRCROSS phase 2,21510,2023,40856,Manuelle,Diesel,Non requis,Oui,5,5,6
,21510,2023,40856,Manuelle,Diesel,Non requis,Oui,5,5,6
PEUGEOT 3008 II,25060,2020,84776,Automatique,Essence,Non requis,Non,5,5,7
AUDI A3 IV SPORTBACK,37180,2021,32086,Automatique,Diesel,Non requis,Non,5,5,8
PEUGEOT 5008 II phase 2,46380,2023,14430,Automatique,Diesel,Non requis,Non,5,7,7
PEUGEOT 308 (3E GENERATION),33720,2023,14644,Manuelle,Diesel,Non requis,Non,5,7,7
OPEL CROSSLAND X,18890,2021,80818,Manuelle,Essence,Non requis,Non,5,5,5
,18890,2021,80818,Manuelle,Essence,Non requis,Non,5,5,5
CITROEN C3 III phase 2,22000,2023,12,Manuelle,Essence,Non requis,Non,5,5,4
RENAULT MEGANE V,39250,2023,51910,Automatique,Électrique,Non requis,Non,5,5,4
VOLKSWAGEN GOLF 8,25500,2021,60024,Manuelle,Diesel,Non requis,Oui,5,5,6
FIAT TIPO 2,20090,2022,26844,Manuelle,Essence,Non requis,Non,5,5,5
MERCEDES CLASSE C IV SW,36870,2019,82110,Automatique,Essence,Non requis,Non,5,5,11
RENAULT KADJAR,25060,2020,65265,Automatique,Essence,Non requis,Oui,5,5,9
TESLA MODEL X,82930,2020,55217,Automatique,Électrique,Non requis,Non,5,5,10
FIAT DUCATO III phase 2,32680,2022,54282,Manuelle,Diesel,Non requis,Oui,4,3,8
PEUGEOT 208 phase 2,11530,2020,127641,Manuelle,Diesel,Non requis,Oui,5,5,5
AUDI A6 V AVANT,63720,2021,42560,Automatique,Hybrides,Non requis,Non,5,5,15
FIAT TIPO II,15060,2019,42740,Manuelle,Essence,Requis,Oui,5,5,5
,15060,2019,42740,Manuelle,Essence,Requis,Oui,5,5,5
RENAULT TRAFIC III phase 2,18420,2021,98265,Manuelle,Diesel,Non requis,Oui,4,3,7
PEUGEOT 208 phase 2,14960,2020,32263,Manuelle,Essence,Non requis,Oui,5,5,4
BMW X3 G01,43620,2020,123125,Automatique,Diesel,Non requis,Non,5,5,11
FORD KUGA II phase 2,22370,2019,114957,Manuelle,Diesel,Non requis,Non,5,5,6
VOLKSWAGEN T-ROC phase 2,34500,2023,11743,Manuelle,Essence,Non requis,Oui,5,5,8
,34500,2023,11743,Manuelle,Essence,Non requis,Oui,5,5,8
RENAULT TRAFIC III,23200,2019,84661,Manuelle,Diesel,Requis,Non,4,3,5
CITROEN C5 AIRCROSS phase 2,39020,2023,24180,Automatique,Diesel,Non requis,Non,5,5,7
OPEL CROSSLAND X,19780,2021,50704,Manuelle,Essence,Non requis,Oui,5,5,6
PEUGEOT 2008 II,33110,2023,54494,Automatique,Essence,Non requis,Oui,5,5,7
HYUNDAI TUCSON III phase 2,22980,2020,126831,Automatique,Diesel,Non requis,Oui,5,5,7
LAND ROVER DISCOVERY SPORT,64570,2022,48404,Automatique,Diesel,Non requis,Oui,5,5,10
ALPINE A110 II,107370,2023,3550,Automatique,Essence,Non requis,Oui,2,2,10
RENAULT MEGANE IV,17320,2021,89997,Automatique,Diesel,Non requis,Oui,5,5,6
AUDI A1 II SPORTBACK,32680,2020,47943,Automatique,Essence,Non requis,Non,5,5,11
VOLKSWAGEN GOLF VII phase 2,24510,2021,29212,Automatique,Essence,Non requis,Oui,5,5,7
FIAT 500 III,25410,2022,28787,Automatique,Électrique,Non requis,Non,3,4,3
,25410,2022,28787,Automatique,Électrique,Non requis,Non,3,4,3
VOLKSWAGEN T-CROSS,27550,2023,19888,Manuelle,Essence,Non requis,Oui,5,5,6
BMW X1 F48 phase 2,30230,2021,78154,Automatique,Diesel,Non requis,Oui,5,5,6
CUPRA LEON SPORTSTOURER,40240,2022,38169,Automatique,Hybrides,Non requis,Non,5,5,8
MERCEDES GLC phase 2,59360,2021,69005,Automatique,Hybrides,Non requis,Non,5,5,10
OPEL GRANDLAND X,34780,2022,1675,Manuelle,Essence,Non requis,Non,5,5,7
,34780,2022,1675,Manuelle,Essence,Non requis,Non,5,5,7
PEUGEOT 208 II,18510,2021,47710,Manuelle,Essence,Non requis,Oui,5,5,5
VOLKSWAGEN T-ROC,24030,2020,163875,Automatique,Diesel,Non requis,Non,5,5,8
RENAULT MEGANE IV phase 2,18630,2021,70466,Automatique,Diesel,Non requis,Oui,5,5,6
MASERATI LEVANTE,85840,2019,56840,Automatique,Essence,Non requis,Non,5,5,33
VOLKSWAGEN GOLF 8,29390,2021,41707,Automatique,Hybrides,Non requis,Non,5,5,8
RENAULT CLIO V,15500,2021,72830,Manuelle,Diesel,Non requis,Oui,5,5,4
AUDI A3 III SPORTBACK phase 2,43680,2023,10005,Automatique,Diesel,Non requis,Non,5,5,8
PEUGEOT 408,48700,2024,12,Automatique,Essence,Non requis,Non,5,5,7
PEUGEOT 3008 II,22240,2019,105862,Automatique,Diesel,Requis,Non,5,5,6
MAZDA MX5 IV ST,30000,2020,41994,Manuelle,Essence,Non requis,Oui,2,2,10
PEUGEOT 3008 II,22490,2019,95119,Automatique,Essence,Requis,Oui,5,5,7
,22490,2019,95119,Automatique,Essence,Requis,Oui,5,5,7
PORSCHE MACAN phase 2,90380,2020,70060,Automatique,Essence,Non requis,Oui,5,5,24
HONDA CIVIC X phase 2,19470,2019,106512,Manuelle,Essence,Requis,Oui,5,5,7
MINI III 3P,27260,2019,61975,Automatique,Diesel,Non requis,Non,3,4,6
PEUGEOT 308 III,41740,2024,1,Automatique,Essence,Non requis,Oui,5,5,7
CITROEN GRAND C4 SPACETOURER,22860,2020,95805,Automatique,Diesel,Non requis,Non,5,7,6
,22860,2020,95805,Automatique,Diesel,Non requis,Non,5,7,6
MINI III 3P,20970,2020,63364,Automatique,Essence,Non requis,Non,3,4,5
PEUGEOT 2008 II,22450,2021,21227,Manuelle,Essence,Non requis,Oui,5,5,5
CITROEN GRAND C4 SPACETOURER,21120,2021,102924,Manuelle,Diesel,Non requis,Oui,5,7,7
CUPRA LEON,36780,2022,25300,Automatique,Hybrides,Non requis,Non,5,7,8
PEUGEOT 308 II phase 2,33020,2023,4495,Manuelle,Diesel,Non requis,Oui,5,5,7
RENAULT CLIO 5,18040,2021,68977,Manuelle,Essence,Non requis,Non,5,5,5
DACIA SANDERO III,13630,2022,1470,Manuelle,Essence,Non requis,Oui,5,5,4
PORSCHE 911 TYPE 992 CABRIOLET,218730,2020,19063,Automatique,Essence,Non requis,Non,2,4,34
PEUGEOT PARTNER II FOURGON phase 2,14150,2019,97057,Manuelle,Diesel,Requis,Non,4,3,5
VOLKSWAGEN GOLF VIII,25690,2023,27972,Automatique,Essence,Non requis,Oui,5,5,6
VOLKSWAGEN T-ROC,32330,2022,52394,Automatique,Essence,Non requis,Non,5,5,8
,32330,2022,52394,Automatique,Essence,Non requis,Non,5,5,8
LAND ROVER RANGE ROVER SPORT II phase 2,95180,2022,54145,Automatique,Hybrides,Non requis,Oui,5,5,19
PEUGEOT 208 II,26590,2023,23415,Manuelle,Diesel,Non requis,Non,5,5,5
OPEL GRANDLAND X,34780,2021,34635,Automatique,Hybrides,Non requis,Oui,5,5,10
DACIA DUSTER II phase 2,24520,2024,11,Manuelle,Essence,Non requis,Non,5,5,7
VOLKSWAGEN TIGUAN II,27580,2020,67251,Manuelle,Essence,Non requis,Non,5,5,8
,27580,2020,67251,Manuelle,Essence,Non requis,Non,5,5,8
VOLKSWAGEN POLO VI,26560,2022,46168,Automatique,Essence,Non requis,Non,5,5,6
RENAULT KADJAR phase 2,23740,2020,32448,Manuelle,Essence,Non requis,Oui,5,5,8
RENAULT CLIO V,19230,2024,1,Manuelle,Essence,Non requis,Oui,5,5,5
DS 3 CROSSBACK,25980,2020,61160,Automatique,Essence,Non requis,Oui,5,5,6
OPEL ADAM,12940,2019,46957,Manuelle,Essence,Requis,Non,3,2,5
ALFA ROMEO GIULIETTA III phase 3,16220,2019,86968,Manuelle,Essence,Requis,Non,5,5,8
FERRARI PORTOFINO,243480,2019,49239,Automatique,Essence,Requis,Non,2,5,52
SEAT ATECA phase 2,28840,2022,56078,Manuelle,Diesel,Non requis,Non,5,5,8
VOLKSWAGEN T-CROSS,18010,2020,87349,Manuelle,Essence,Non requis,Non,5,5,5
RENAULT ZOE phase 2,12970,2019,82974,Automatique,Électrique,Non requis,Non,5,5,2
PEUGEOT 2008 II,25630,2023,9709,Manuelle,Essence,Non requis,Oui,5,5,5
,25630,2023,9709,Manuelle,Essence,Non requis,Oui,5,5,5
VOLKSWAGEN TRANSPORTER V,25090,2020,124043,Manuelle,Diesel,Non requis,Oui,4,2,7
VOLKSWAGEN CALIFORNIA T6,73010,2021,53410,Automatique,Diesel,Non requis,Non,5,4,7
RENAULT KADJAR phase 2,23520,2020,22899,Automatique,Diesel,Non requis,Non,5,5,6
MERCEDES GLC phase 2,67840,2020,22899,Automatique,Diesel,Non requis,Non,5,5,11
BMW SERIE 2 F44 GRAN COUPE,39940,2022,68354,Automatique,Diesel,Non requis,Non,4,5,10
,39940,2022,68354,Automatique,Diesel,Non requis,Non,4,5,10
OPEL INSIGNIA II GRAND SPORT phase 2,19140,2022,126446,Automatique,Diesel,Non requis,Oui,5,5,9
FIAT TIPO 2,20960,2022,48090,Manuelle,Essence,Non requis,Non,5,5,5
VOLKSWAGEN GOLF VII GTI phase 2,42160,2020,50798,Automatique,Essence,Non requis,Oui,5,5,18
FIAT 500 III,24620,2022,11487,Automatique,Électrique,Non requis,Oui,3,4,3
PEUGEOT 2008 II,33860,2023,23556,Automatique,Essence,Non requis,Oui,5,5,7
JEEP COMPASS II phase 2,23780,2020,114880,Manuelle,Diesel,Non requis,Oui,5,5,6
NISSAN PRIMASTAR,38140,2024,64,Manuelle,Diesel,Non requis,Oui,4,3,7
SUZUKI VITARA IV phase 2,24730,2022,24008,Automatique,Essence,Non requis,Non,5,5,7
RENAULT MEGANE IV phase 2,18630,2021,70466,Automatique,Diesel,Non requis,Oui,5,5,6
VOLKSWAGEN TIGUAN 2,35360,2020,29605,Manuelle,Diesel,Non requis,Oui,5,5,8
VOLKSWAGEN POLO VI phase 2,22300,2022,37170,Manuelle,Essence,Non requis,Non,5,5,5
,22300,2022,37170,Manuelle,Essence,Non requis,Non,5,5,5
OPEL CORSA VI,17640,2022,24535,Manuelle,Essence,Non requis,Oui,5,5,5
PEUGEOT 3008 II,22980,2020,181818,Automatique,Diesel,Non requis,Oui,5,5,6
DS 3 CROSSBACK,24620,2020,67061,Manuelle,Essence,Non requis,Non,5,5,5
FORD FIESTA VI,18280,2021,22671,Manuelle,Essence,Non requis,Oui,5,5,4
CITROEN C5 AIRCROSS phase 2,36840,2023,30096,Automatique,Diesel,Non requis,Non,5,5,7
,36840,2023,30096,Automatique,Diesel,Non requis,Non,5,5,7
RENAULT GRAND SCENIC IV,18790,2020,109319,Automatique,Diesel,Non requis,Oui,5,5,8
RENAULT CLIO V,20690,2022,28643,Manuelle,Essence,Non requis,Non,5,5,5
VOLKSWAGEN ARTEON,33870,2020,65653,Automatique,Diesel,Non requis,Non,5,5,8
CITROEN GRAND C4 SPACETOURER,28320,2021,21102,Automatique,Diesel,Non requis,Oui,5,7,7
CITROEN C3 III phase 2,20500,2022,16845,Automatique,Essence,Non requis,Non,5,5,6
PEUGEOT 3008 II phase 2,51150,2023,10640,Automatique,Hybrides,Non requis,Oui,5,5,10
PEUGEOT 3008 (2E GENERATION),43040,2023,24871,Automatique,Diesel,Non requis,Non,5,5,7
RENAULT MEGANE V,39050,2023,11309,Automatique,Électrique,Non requis,Oui,5,5,4
PEUGEOT 2008 II,24660,2024,1050,Manuelle,Essence,Non requis,Oui,5,5,5
AUDI A3 IV SPORTBACK,42480,2022,35000,Automatique,Diesel,Non requis,Non,5,5,6
PEUGEOT 208 II,27040,2020,28973,Automatique,Essence,Non requis,Non,5,5,6
,27040,2020,28973,Automatique,Essence,Non requis,Non,5,5,6
PEUGEOT 3008 II,29680,2019,108264,Automatique,Diesel,Requis,Non,5,5,9
OPEL GRANDLAND X,27540,2022,4883,Manuelle,Essence,Non requis,Oui,5,5,7
PEUGEOT 3008 II,33580,2020,23686,Automatique,Essence,Non requis,Non,5,5,10
PEUGEOT E-2008 II,31880,2023,20242,Automatique,Électrique,Non requis,Oui,5,5,4
RENAULT CLIO 5,17240,2022,24277,Manuelle,Essence,Non requis,Non,5,5,5
,17240,2022,24277,Manuelle,Essence,Non requis,Non,5,5,5
VOLKSWAGEN POLO VI,22870,2022,17919,Automatique,Essence,Non requis,Non,5,5,5
PEUGEOT 208 II,20490,2023,7145,Manuelle,Essence,Non requis,Non,5,5,5
NISSAN JUKE II,22430,2021,40308,Manuelle,Essence,Non requis,Oui,5,5,6
VOLKSWAGEN CRAFTER II,27930,2020,178120,Manuelle,Diesel,Non requis,Oui,2,2,7
SUZUKI SX4 S-CROSS phase 2,22400,2020,66240,Manuelle,Essence,Non requis,Non,5,5,7
CITROEN C5 AIRCROSS phase 2,38620,2024,4909,Automatique,Diesel,Non requis,Oui,4,5,7
CITROEN C3 III phase 2,17420,2023,11,Manuelle,Essence,Non requis,Non,5,5,4
JEEP COMPASS 2,33280,2024,11,Manuelle,Essence,Non requis,Non,5,5,6
PEUGEOT 3008 II phase 2,43490,2024,6215,Automatique,Diesel,Non requis,Non,5,5,7
MINI COUNTRYMAN 2,29140,2020,75586,Manuelle,Diesel,Non requis,Non,5,5,8
MERCEDES CLASSE A IV,30990,2020,113373,Automatique,Diesel,Non requis,Non,5,5,6
,30990,2020,113373,Automatique,Diesel,Non requis,Non,5,5,6
BMW SERIE 1 F20 5 PORTES phase 2,20040,2019,77806,Manuelle,Diesel,Non requis,Non,5,5,5
SUZUKI VITARA IV phase 2,20600,2020,49214,Manuelle,Essence,Non requis,Non,5,5,6
CITROEN C3 (3E GENERATION),24970,2023,5695,Automatique,Essence,Non requis,Non,5,5,6
JEEP RENEGADE,31590,2024,11,Manuelle,Essence,Non requis,Non,5,5,6
RENAULT CAPTUR 2,29790,2024,12,Manuelle,Essence,Non requis,Non,5,5,5
,29790,2024,12,Manuelle,Essence,Non requis,Non,5,5,5
OPEL ADAM,12940,2019,46957,Manuelle,Essence,Requis,Non,3,2,5
PEUGEOT 3008 II,27150,2019,118191,Manuelle,Diesel,Requis,Non,5,5,8
VOLKSWAGEN POLO VI GTI,25450,2020,61900,Automatique,Essence,Non requis,Oui,5,5,11
FORD KUGA II phase 2,26380,2020,52902,Manuelle,Essence,Non requis,Non,5,5,8
VOLKSWAGEN GOLF VIII GTI,38730,2022,16317,Automatique,Essence,Non requis,Non,5,5,14
RENAULT SCENIC IV,17100,2020,109926,Manuelle,Diesel,Non requis,Oui,5,5,6
LAND ROVER RANGE ROVER SPORT II phase 2,93480,2021,76152,Automatique,Hybrides,Non requis,Oui,5,5,17
PEUGEOT 2008 II,27910,2023,8891,Manuelle,Essence,Non requis,Non,5,5,7
SEAT LEON III CUPRA phase 2,35070,2020,101035,Automatique,Essence,Non requis,Non,5,5,18
VOLKSWAGEN POLO VI phase 2,26140,2023,5995,Automatique,Essence,Non requis,Oui,5,5,5
MINI MINI III 5P,21640,2020,57967,Manuelle,Essence,Non requis,Oui,5,5,5
,21640,2020,57967,Manuelle,Essence,Non requis,Oui,5,5,5
AUDI Q3 II,64290,2022,20098,Automatique,Hybrides,Non requis,Non,5,5,8
CITROEN C3 III phase 2,16800,2023,15135,Manuelle,Essence,Non requis,Oui,5,5,4
FIAT PANDA III phase 2,16640,2022,27070,Manuelle,Essence,Non requis,Oui,5,5,4
FORD TRANSIT 4,28200,2020,139163,Manuelle,Diesel,Non requis,Non,4,3,5
PEUGEOT E-208 II,34980,2021,36179,Automatique,Électrique,Non requis,Non,5,5,2
,34980,2021,36179,Automatique,Électrique,Non requis,Non,5,5,2
PEUGEOT E-2008 II,37600,2024,1140,Automatique,Électrique,Non requis,Oui,4,5,4
FIAT 500 II phase 2,15160,2022,52043,Manuelle,Essence,Non requis,Non,3,4,4
FORD TRANSIT CUSTOM II phase 2,57240,2024,1,Automatique,Diesel,Non requis,Oui,4,4,7
RENAULT CAPTUR 2,30160,2023,2546,Automatique,Hybrides,Non requis,Non,5,4,5
VOLKSWAGEN POLO VI,25510,2022,6515,Automatique,Essence,Non requis,Non,5,5,5
CITROEN C5 AIRCROSS phase 2,41270,2024,7508,Automatique,Essence,Non requis,Oui,4,5,7
SKODA FABIA 4,25010,2024,12,Manuelle,Essence,Non requis,Non,5,5,5
DACIA SANDERO II STEPWAY phase 2,12070,2019,57551,Manuelle,Diesel,Non requis,Oui,5,5,4
VOLKSWAGEN T-CROSS,31440,2023,17763,Automatique,Essence,Non requis,Non,5,5,6
RENAULT CAPTUR II,22480,2022,76519,Automatique,Diesel,Non requis,Oui,5,5,6
PEUGEOT 308 II phase 2,32460,2023,15228,Manuelle,Diesel,Non requis,Non,5,5,7
,32460,2023,15228,Manuelle,Diesel,Non requis,Non,5,5,7
MINI III CABRIOLET,27480,2021,58960,Manuelle,Essence,Non requis,Oui,2,4,7
AUDI A5 SPORTBACK II phase 2,62080,2023,15823,Automatique,Diesel,Non requis,Oui,5,5,11
BMW SERIE 2 F44 GRAN COUPE,32790,2021,17963,Automatique,Essence,Non requis,Non,4,5,7
AUDI Q3 II,54860,2023,21088,Automatique,Hybrides,Non requis,Oui,5,5,8
RENAULT ZOE phase 2,17080,2021,62700,Automatique,Électrique,Non requis,Oui,5,5,4
,17080,2021,62700,Automatique,Électrique,Non requis,Oui,5,5,4
PEUGEOT 208 phase 2,23180,2020,26837,Automatique,Essence,Non requis,Non,5,5,5
AUDI A3 IV SPORTBACK,40900,2023,21754,Automatique,Diesel,Non requis,Oui,5,5,8
RENAULT CAPTUR 2,29640,2023,2334,Automatique,Hybrides,Non requis,Non,5,5,7
FORD MUSTANG VI CABRIOLET,46680,2019,40950,Manuelle,Essence,Non requis,Non,2,4,21
AUDI RS3 III SPORTBACK,118630,2024,6215,Automatique,Essence,Non requis,Oui,5,5,28
DS 7 CROSSBACK,30920,2021,83152,Manuelle,Diesel,Non requis,Non,5,5,6
RENAULT CAPTUR 2,28080,2024,12,Manuelle,Essence,Non requis,Non,5,5,5
RENAULT MEGANE IV ESTATE phase 2,19260,2022,89798,Automatique,Diesel,Non requis,Oui,5,5,6
RENAULT CAPTUR II,20980,2021,86952,Automatique,Hybrides,Non requis,Oui,5,5,5
MG EHS,31230,2022,83563,Automatique,Hybrides,Non requis,Non,5,5,8
CITROEN GRAND C4 SPACETOURER,22450,2020,52170,Manuelle,Diesel,Non requis,Non,5,7,6
,22450,2020,52170,Manuelle,Diesel,Non requis,Non,5,7,6
PORSCHE CAYENNE III COUPE,132390,2021,25334,Automatique,Hybrides,Non requis,Non,5,4,22
MERCEDES CLASSE G IV AMG,233940,2020,26498,Automatique,Essence,Non requis,Non,5,5,51
CITROEN GRAND C4 SPACETOURER,29100,2023,21086,Automatique,Diesel,Non requis,Oui,5,7,7
RENAULT TRAFIC III phase 2,48950,2024,1,Automatique,Diesel,Non requis,Oui,4,3,7
PORSCHE MACAN phase 2,78390,2020,70200,Automatique,Essence,Non requis,Oui,5,5,15
,78390,2020,70200,Automatique,Essence,Non requis,Oui,5,5,15
FIAT 500 III,21280,2023,12,Manuelle,Essence,Non requis,Oui,3,4,4
PEUGEOT 208 II,23380,2021,43413,Manuelle,Essence,Non requis,Oui,5,5,5
BMW SERIE 5 G30,51120,2020,54173,Automatique,Essence,Non requis,Non,4,5,22
CITROEN C4 CACTUS phase 2,16540,2019,87732,Manuelle,Essence,Requis,Oui,5,5,5
RENAULT CAPTUR phase 2,12070,2019,86127,Manuelle,Diesel,Requis,Oui,5,5,4
RENAULT CLIO 5,19820,2022,18332,Manuelle,Essence,Non requis,Non,5,5,5
VOLKSWAGEN T-ROC,40550,2024,8136,Automatique,Essence,Non requis,Non,5,5,8
BMW I3 phase 2,25280,2021,23390,Automatique,Électrique,Non requis,Oui,5,4,3
MERCEDES VITO III phase 2,67070,2022,17909,Automatique,Diesel,Non requis,Oui,5,8,10
BMW I3 phase 2,29950,2020,30442,Automatique,Électrique,Non requis,Non,5,4,3
DACIA SANDERO II STEPWAY phase 2,14870,2019,40829,Manuelle,Diesel,Non requis,Oui,5,5,4
,14870,2019,40829,Manuelle,Diesel,Non requis,Oui,5,5,4
RENAULT KANGOO III EXPRESS,23080,2022,8636,Automatique,Électrique,Non requis,Oui,4,2,7
AUDI Q3 II,39580,2020,49205,Automatique,Diesel,Non requis,Non,5,5,8
PEUGEOT 3008 II,30130,2019,57130,Automatique,Essence,Requis,Non,5,5,7
BMW SERIE 2,35070,2022,25571,Automatique,Diesel,Non requis,Oui,5,5,6
LAND ROVER RANGE ROVER EVOQUE II,76100,2022,29040,Automatique,Hybrides,Non requis,Non,5,5,11
,76100,2022,29040,Automatique,Hybrides,Non requis,Non,5,5,11
AUDI RS6 IV AVANT,149930,2021,38556,Automatique,Essence,Non requis,Non,5,5,52
PEUGEOT 208 (2E GENERATION),26960,2024,12,Manuelle,Essence,Non requis,Non,5,5,5
FORD FIESTA 6,15420,2020,59679,Manuelle,Diesel,Non requis,Non,5,5,5
PEUGEOT 308 III,38380,2023,14160,Automatique,Diesel,Non requis,Non,5,5,7
RENAULT MEGANE 4,19390,2020,55932,Manuelle,Essence,Non requis,Non,5,5,7
VOLVO S90 II,57020,2020,17887,Automatique,Hybrides,Non requis,Non,4,5,17
PEUGEOT 208 (2E GENERATION),27330,2024,12,Manuelle,Essence,Non requis,Non,5,5,5
AUDI A3 III SPORTBACK phase 2,36460,2020,58764,Automatique,Essence,Non requis,Oui,5,5,11
CITROEN C5 AIRCROSS,35090,2024,1,Manuelle,Essence,Non requis,Oui,5,5,7
VOLKSWAGEN TIGUAN II,31890,2021,49704,Manuelle,Diesel,Non requis,Oui,5,5,8
DACIA DUSTER II,28270,2023,16759,Manuelle,Essence,Non requis,Non,5,5,8
,28270,2023,16759,Manuelle,Essence,Non requis,Non,5,5,8
MINI MINI III 3P,17480,2019,83933,Manuelle,Diesel,Requis,Oui,3,4,5
PEUGEOT 2008 II,29880,2021,41789,Automatique,Essence,Non requis,Non,5,5,8
RENAULT CAPTUR II,27760,2023,7765,Automatique,Essence,Non requis,Non,5,5,7
LAND ROVER RANGE ROVER IV phase 2,102480,2020,44232,Automatique,Hybrides,Non requis,Oui,5,5,17
VOLVO XC40,33570,2019,66187,Manuelle,Essence,Requis,Non,5,5,9
,33570,2019,66187,Manuelle,Essence,Requis,Non,5,5,9
MERCEDES GLA phase 2,34020,2020,74459,Automatique,Essence,Non requis,Non,5,5,9
VOLKSWAGEN PASSAT VIII,28410,2020,57737,Automatique,Diesel,Non requis,Oui,4,5,6
RENAULT CLIO 5,25960,2024,13,Manuelle,Essence,Non requis,Non,5,5,5
OPEL GRANDLAND X,36230,2022,67330,Automatique,Hybrides,Non requis,Oui,5,5,10
CITROEN C5 AIRCROSS,31030,2023,19095,Manuelle,Essence,Non requis,Oui,5,5,7
AUDI E-TRON SPORTBACK,89660,2023,21086,Automatique,Électrique,Non requis,Oui,5,5,12
PORSCHE 911 TYPE 991 CABRIOLET phase 2,179700,2020,28527,Automatique,Essence,Non requis,Non,2,4,35
OPEL CORSA VI,20280,2022,41342,Automatique,Essence,Non requis,Oui,5,5,5
BMW X3 G01 phase 2,48580,2022,63720,Automatique,Diesel,Non requis,Non,5,5,10
DACIA SANDERO II STEPWAY phase 2,15340,2020,24419,Manuelle,Essence,Non requis,Non,5,5,5
RENAULT ARKANA,36750,2023,11,Automatique,Hybrides,Non requis,Non,5,5,5
,36750,2023,11,Automatique,Hybrides,Non requis,Non,5,5,5
BMW X5 G05,61540,2020,46552,Automatique,Diesel,Non requis,Oui,5,5,16
CITROEN JUMPY III FOURGON,24870,2020,155625,Manuelle,Diesel,Non requis,Oui,4,3,7
MINI COUNTRYMAN 2,29610,2021,76308,Automatique,Hybrides,Non requis,Non,5,3,5
AUDI RS3 II SPORTBACK phase 2,68950,2020,51546,Automatique,Essence,Non requis,Oui,4,5,29
VOLKSWAGEN COCCINELLE phase 2,27810,2020,57624,Automatique,Essence,Non requis,Non,2,4,8
,27810,2020,57624,Automatique,Essence,Non requis,Non,2,4,8
HYUNDAI TUCSON III phase 2,21670,2019,48389,Manuelle,Diesel,Non requis,Non,5,5,6
FIAT 500 III,16830,2022,8077,Manuelle,Essence,Non requis,Non,3,4,4
PEUGEOT 2008 II,20030,2021,41587,Manuelle,Essence,Non requis,Non,5,5,5
AUDI A7 SPORTBACK II,69540,2019,33331,Automatique,Diesel,Requis,Non,5,5,18
CITROEN JUMPY III FOURGON,32810,2024,1,Manuelle,Diesel,Non requis,Oui,4,3,7
BMW X5 G05,87980,2022,30250,Automatique,Hybrides,Non requis,Non,5,5,17
AUDI E-TRON SPORTBACK,65890,2022,28822,Automatique,Électrique,Non requis,Oui,5,5,12
VOLKSWAGEN GOLF VIII,26090,2023,32946,Manuelle,Essence,Non requis,Non,5,5,6
FORD MONDEO IV,29000,2019,66429,Automatique,Diesel,Non requis,Non,5,5,8
DS 3 CROSSBACK,24840,2021,27903,Manuelle,Diesel,Non requis,Non,5,5,5
AUDI RS3 II BERLINE phase 2,63680,2019,58580,Automatique,Essence,Requis,Non,5,5,29
,63680,2019,58580,Automatique,Essence,Requis,Non,5,5,29
BMW SERIE 1 F40,34970,2022,31729,Automatique,Diesel,Non requis,Oui,5,5,8
ABARTH 500 II phase 2,34870,2022,18488,Automatique,Essence,Non requis,Oui,3,2,10
MERCEDES GLC,51960,2019,81586,Automatique,Diesel,Requis,Non,5,5,16
LAND ROVER RANGE ROVER VELAR,69440,2020,64200,Automatique,Diesel,Non requis,Non,5,5,19
CITROEN C3 III phase 2,17970,2023,6661,Manuelle,Essence,Non requis,Oui,5,5,4
,17970,2023,6661,Manuelle,Essence,Non requis,Oui,5,5,4
AUDI S8 III phase 2,82580,2019,86140,Automatique,Essence,Requis,Non,4,5,52
AUDI E-TRON,92410,2022,33249,Automatique,Électrique,Non requis,Non,5,5,12
BMW SERIE 3 G20,50650,2021,27540,Automatique,Hybrides,Non requis,Non,4,5,10
VOLVO V60 II,41980,2021,91873,Automatique,Hybrides,Non requis,Oui,5,5,16
OPEL ASTRA V phase 2,26160,2021,41927,Automatique,Diesel,Non requis,Non,5,5,6
JEEP RENEGADE,21300,2019,81337,Manuelle,Diesel,Requis,Non,5,5,6
VOLVO XC90 II phase 2,68730,2022,33608,Automatique,Diesel,Non requis,Non,5,7,13
MERCEDES GLA II,51220,2021,24146,Automatique,Hybrides,Non requis,Oui,5,5,8
BMW SERIE 4 G82 M4,153620,2022,30750,Automatique,Essence,Non requis,Non,3,4,41
FERRARI PORTOFINO,259780,2020,17413,Automatique,Essence,Non requis,Non,2,4,52
MERCEDES CLASSE C IV phase 2,46050,2020,17413,Automatique,Essence,Non requis,Non,4,5,9
,46050,2020,17413,Automatique,Essence,Non requis,Non,4,5,9
CITROEN C5 AIRCROSS,39960,2022,12147,Automatique,Hybrides,Non requis,Non,5,5,10
PEUGEOT 208 (2E GENERATION),20950,2024,11,Manuelle,Essence,Non requis,Non,5,5,5
CITROEN C5 AIRCROSS phase 2,31850,2024,12,Manuelle,Essence,Non requis,Non,5,5,7
